farmer_id,state,district,land_holding_acres,annual_income,crop,farmer_category,taluka,village
1018,Maharashtra,Amravati,6.79,266750,Sugarcane,Medium,Chandur,Rajura
1019,Maharashtra,Nagpur,2.64,170592,Rice,Small,Katol,Sawanga
1020,Maharashtra,Satara,3.72,284000,Cotton,Small,Karad,Umbraj
1021,Maharashtra,Nagpur,2.51,305989,Cotton,Small,Hingna,Raipur
1022,Maharashtra,Satara,6.42,372137,Wheat,Medium,Wai,Kikali
1023,Maharashtra,Nanded,4.8,178652,Rice,Small,Mukhed,Honer
1024,Maharashtra,Palghar,5.44,452064,Wheat,Medium,Unknown,Unknown
1025,Maharashtra,Raigad,2.39,128672,Soybean,Small,Alibag,Revdanda
1026,Maharashtra,Nashik,2.15,300351,Sugarcane,Small,Unknown,Unknown
1027,Maharashtra,Beed,4.16,378269,Wheat,Small,Georai,Bansarola
1028,Maharashtra,Kolhapur,6.03,267516,Sugarcane,Medium,Karvir,Uchgaon
1029,Maharashtra,Nagpur,4.44,429653,Rice,Small,Hingna,Takli
1030,Maharashtra,Nagpur,0.74,111602,Soybean,Marginal,Hingna,Takli
1031,Maharashtra,Yavatmal,7.01,253117,Rice,Medium,Unknown,Unknown
1032,Maharashtra,Satara,0.99,287069,Soybean,Marginal,Phaltan,Nimb
1033,Maharashtra,Solapur,7.67,92222,Soybean,Medium,Pandharpur,Kasegaon
1034,Maharashtra,Palghar,0.69,361367,Sugarcane,Marginal,Unknown,Unknown
1035,Maharashtra,Beed,5.71,291084,Rice,Medium,Patoda,Chousala
1036,Maharashtra,Satara,1.12,292318,Rice,Small,Phaltan,Lonand
1037,Maharashtra,Yavatmal,7.33,115333,Wheat,Medium,Unknown,Unknown
1038,Maharashtra,Pune,3.98,233804,Rice,Small,Ambegaon,Manchar
1039,Maharashtra,Satara,1.53,434794,Wheat,Small,Karad,Umbraj
1040,Maharashtra,Kolhapur,3.06,99420,Cotton,Small,Radhanagari,Kasba Radhanagari
1041,Maharashtra,Beed,1.74,125504,Cotton,Small,Georai,Thakarwadi
1042,Maharashtra,Palghar,1.78,52462,Cotton,Small,Unknown,Unknown
1043,Maharashtra,Yavatmal,7.61,321604,Rice,Medium,Unknown,Unknown
1044,Maharashtra,Pune,3.84,149319,Rice,Small,Haveli,Theur
1045,Maharashtra,Raigad,6.42,306674,Wheat,Medium,Alibag,Revdanda
1046,Maharashtra,Aurangabad,5.3,190347,Soybean,Medium,Paithan,Bidkin
1047,Maharashtra,Yavatmal,5.57,194341,Wheat,Medium,Unknown,Unknown
1048,Maharashtra,Aurangabad,1.49,179593,Cotton,Small,Sillod,Golegaon
1049,Maharashtra,Beed,2.26,172672,Wheat,Small,Georai,Kada
1050,Maharashtra,Nagpur,6.4,385064,Soybean,Medium,Hingna,Wanadongri
1051,Maharashtra,Yavatmal,7.78,334697,Rice,Medium,Unknown,Unknown
1052,Maharashtra,Raigad,2.47,467582,Wheat,Small,Mahad,Birwadi
1053,Maharashtra,Nashik,2.54,94036,Cotton,Small,Unknown,Unknown
1054,Maharashtra,Aurangabad,4.05,198441,Cotton,Small,Sillod,Golegaon
1055,Maharashtra,Kolhapur,7.88,192867,Rice,Medium,Hatkanangale,Hupari
1056,Maharashtra,Nashik,2.52,120021,Wheat,Small,Unknown,Unknown
1057,Maharashtra,Amravati,3.55,419349,Soybean,Small,Chandur,Nandgaon
1058,Maharashtra,Amravati,7.19,211215,Rice,Medium,Chandur,Rajura
1059,Maharashtra,Pune,0.52,472641,Wheat,Marginal,Ambegaon,Awasari
1060,Maharashtra,Palghar,0.8,400353,Sugarcane,Marginal,Unknown,Unknown
1061,Maharashtra,Nagpur,5.03,387283,Cotton,Medium,Katol,Sawanga
1062,Maharashtra,Beed,7.31,286304,Soybean,Medium,Ashti,Kasewadi
1063,Maharashtra,Yavatmal,2.29,55368,Soybean,Small,Unknown,Unknown
1064,Maharashtra,Solapur,4.02,185693,Soybean,Small,Barshi,Tadsoundane
1065,Maharashtra,Kolhapur,3.88,108829,Cotton,Small,Karvir,Shiroli
1066,Maharashtra,Aurangabad,4.05,441180,Wheat,Small,Sillod,Ajanta
1067,Maharashtra,Beed,5.17,326863,Rice,Medium,Ashti,Dhanora
1068,Maharashtra,Nashik,4.02,79227,Wheat,Small,Unknown,Unknown
1069,Maharashtra,Nanded,3.86,159430,Rice,Small,Biloli,Sawargaon
1070,Maharashtra,Amravati,4.06,450782,Soybean,Small,Achalpur,Dhamangaon
1071,Maharashtra,Nanded,4.93,62306,Wheat,Small,Mukhed,Dapkarja
1072,Maharashtra,Raigad,4.53,103822,Soybean,Small,Panvel,Kamothe
1073,Maharashtra,Kolhapur,6.91,74042,Sugarcane,Medium,Hatkanangale,Pethvadgaon
1074,Maharashtra,Solapur,0.87,458302,Soybean,Marginal,Mohol,Penur
1075,Maharashtra,Yavatmal,6.75,198459,Soybean,Medium,Unknown,Unknown
1076,Maharashtra,Pune,6.83,470258,Rice,Medium,Ambegaon,Ghodegaon
1077,Maharashtra,Solapur,2.64,139424,Sugarcane,Small,Pandharpur,Mundhewadi
1078,Maharashtra,Kolhapur,3.97,232690,Soybean,Small,Karvir,Shiroli
1079,Maharashtra,Solapur,3.79,273122,Soybean,Small,Barshi,Vairag
1080,Maharashtra,Kolhapur,2.14,199395,Sugarcane,Small,Hatkanangale,Hupari
1081,Maharashtra,Kolhapur,3.48,68019,Sugarcane,Small,Karvir,Kalamba
1082,Maharashtra,Satara,0.83,387570,Wheat,Marginal,Phaltan,Nimb
1083,Maharashtra,Aurangabad,2.58,90863,Rice,Small,Sillod,Andhari
1084,Maharashtra,Nanded,6.63,161023,Sugarcane,Medium,Biloli,Kundalwadi
1085,Maharashtra,Amravati,2.63,191355,Sugarcane,Small,Daryapur,Anjangaon
1086,Maharashtra,Satara,6.64,461495,Cotton,Medium,Phaltan,Lonand
1087,Maharashtra,Yavatmal,4.49,359143,Sugarcane,Small,Unknown,Unknown
1088,Maharashtra,Satara,7.1,112780,Rice,Medium,Phaltan,Nimb
1089,Maharashtra,Nagpur,4.81,335052,Soybean,Small,Hingna,Takli
1090,Maharashtra,Nagpur,0.72,242656,Soybean,Marginal,Kalmeshwar,Mohpa
1091,Maharashtra,Amravati,5.57,438422,Soybean,Medium,Chandur,Rajura
1092,Maharashtra,Solapur,0.84,425146,Soybean,Marginal,Pandharpur,Bhalwani
1093,Maharashtra,Aurangabad,3.88,493441,Cotton,Small,Gangapur,Shendra
1094,Maharashtra,Amravati,7.47,219024,Sugarcane,Medium,Achalpur,Paratwada
1095,Maharashtra,Kolhapur,1.74,150706,Soybean,Small,Karvir,Shiroli
1096,Maharashtra,Nashik,3.42,218735,Wheat,Small,Unknown,Unknown
1097,Maharashtra,Aurangabad,5.97,172019,Soybean,Medium,Paithan,Waluj
1098,Maharashtra,Palghar,7.12,421852,Sugarcane,Medium,Unknown,Unknown
1099,Maharashtra,Nanded,5.53,242453,Soybean,Medium,Mukhed,Pimpalgaon
1100,Maharashtra,Aurangabad,2.44,229001,Cotton,Small,Paithan,Patoda
1101,Maharashtra,Kolhapur,5.56,321487,Rice,Medium,Hatkanangale,Pethvadgaon
1102,Maharashtra,Kolhapur,2.73,388317,Rice,Small,Karvir,Kalamba
1103,Maharashtra,Pune,5.89,150260,Sugarcane,Medium,Haveli,Wagholi
1104,Maharashtra,Amravati,7.66,220863,Rice,Medium,Chandur,Rajura
1105,Maharashtra,Kolhapur,5.91,210206,Rice,Medium,Hatkanangale,Pethvadgaon
1106,Maharashtra,Nagpur,6.97,228173,Wheat,Medium,Kalmeshwar,Mohpa
1107,Maharashtra,Yavatmal,0.52,119443,Sugarcane,Marginal,Unknown,Unknown
1108,Maharashtra,Nashik,5.88,280183,Sugarcane,Medium,Unknown,Unknown
1109,Maharashtra,Nanded,6.72,369674,Rice,Medium,Mukhed,Dapkarja
1110,Maharashtra,Amravati,0.8,490015,Rice,Marginal,Daryapur,Yeoda
1111,Maharashtra,Beed,7.04,185899,Rice,Medium,Georai,Bansarola
1112,Maharashtra,Nagpur,2.43,146143,Cotton,Small,Kalmeshwar,Mohpa
1113,Maharashtra,Raigad,5.49,243725,Soybean,Medium,Panvel,Karanjade
1114,Maharashtra,Palghar,6.5,194771,Cotton,Medium,Unknown,Unknown
1115,Maharashtra,Solapur,5.47,426671,Sugarcane,Medium,Barshi,Sukewadi
1116,Maharashtra,Kolhapur,1.19,298044,Wheat,Small,Karvir,Shiroli
1117,Maharashtra,Beed,4.97,186385,Soybean,Small,Ashti,Dhanora
1118,Maharashtra,Kolhapur,4.62,194670,Wheat,Small,Radhanagari,Dhamod
1119,Maharashtra,Aurangabad,7.25,161362,Sugarcane,Medium,Sillod,Golegaon
1120,Maharashtra,Nagpur,3.53,296517,Sugarcane,Small,Kalmeshwar,Kohali
1121,Maharashtra,Aurangabad,2.91,340951,Wheat,Small,Paithan,Waluj
1122,Maharashtra,Pune,6.12,250462,Wheat,Medium,Junnar,Narayangaon
1123,Maharashtra,Aurangabad,3.6,226298,Wheat,Small,Paithan,Waluj
1124,Maharashtra,Pune,5.35,109550,Sugarcane,Medium,Junnar,Narayangaon
1125,Maharashtra,Palghar,5.35,315702,Rice,Medium,Unknown,Unknown
1126,Maharashtra,Pune,7.16,362257,Wheat,Medium,Haveli,Uruli
1127,Maharashtra,Beed,4.99,365143,Soybean,Small,Georai,Kada
1128,Maharashtra,Kolhapur,4.27,236950,Sugarcane,Small,Radhanagari,Kasba Radhanagari
1129,Maharashtra,Solapur,1.54,479559,Cotton,Small,Mohol,Kamti
1130,Maharashtra,Nanded,1.37,108219,Cotton,Small,Degloor,Kangti
1131,Maharashtra,Aurangabad,1.66,216258,Soybean,Small,Paithan,Patoda
1132,Maharashtra,Raigad,1.79,480182,Rice,Small,Mahad,Kamble
1133,Maharashtra,Nanded,5.28,214841,Wheat,Medium,Mukhed,Dapkarja
1134,Maharashtra,Nagpur,6.06,301004,Sugarcane,Medium,Kalmeshwar,Gondkhairi
1135,Maharashtra,Pune,4.47,307336,Wheat,Small,Ambegaon,Ghodegaon
1136,Maharashtra,Kolhapur,6.72,286495,Sugarcane,Medium,Radhanagari,Gargoti
1137,Maharashtra,Nashik,7.93,103218,Cotton,Medium,Unknown,Unknown
1138,Maharashtra,Amravati,6.65,331373,Wheat,Medium,Daryapur,Mangrul
1139,Maharashtra,Beed,5.71,387353,Soybean,Medium,Patoda,Chousala
1140,Maharashtra,Solapur,4.49,77877,Rice,Small,Mohol,Penur
1141,Maharashtra,Satara,3.87,239073,Soybean,Small,Karad,Masur
1142,Maharashtra,Beed,1.13,409281,Rice,Small,Ashti,Pimpri
1143,Maharashtra,Palghar,3.5,350228,Wheat,Small,Unknown,Unknown
1144,Maharashtra,Nashik,7.33,393924,Wheat,Medium,Unknown,Unknown
1145,Maharashtra,Raigad,6.56,197878,Rice,Medium,Alibag,Varsoli
1146,Maharashtra,Amravati,2.12,269707,Cotton,Small,Daryapur,Yeoda
1147,Maharashtra,Nashik,4.0,291249,Sugarcane,Small,Unknown,Unknown
1148,Maharashtra,Aurangabad,6.63,87034,Soybean,Medium,Gangapur,Lasur
1149,Maharashtra,Pune,1.01,221389,Soybean,Small,Ambegaon,Awasari
1150,Maharashtra,Solapur,3.41,367612,Soybean,Small,Mohol,Shirapur
1151,Maharashtra,Yavatmal,6.89,462310,Wheat,Medium,Unknown,Unknown
1152,Maharashtra,Pune,3.53,238868,Soybean,Small,Haveli,Theur
1153,Maharashtra,Yavatmal,1.08,60589,Sugarcane,Small,Unknown,Unknown
1154,Maharashtra,Nanded,4.57,107221,Sugarcane,Small,Degloor,Mukramabad
1155,Maharashtra,Amravati,6.96,305927,Rice,Medium,Daryapur,Mangrul
1156,Maharashtra,Kolhapur,4.93,313801,Wheat,Small,Karvir,Kalamba
1157,Maharashtra,Satara,2.2,410444,Sugarcane,Small,Phaltan,Nimb
1158,Maharashtra,Nagpur,3.38,167229,Cotton,Small,Katol,Sawanga
1159,Maharashtra,Pune,3.88,351675,Wheat,Small,Haveli,Uruli
1160,Maharashtra,Solapur,4.84,102227,Wheat,Small,Mohol,Shirapur
1161,Maharashtra,Palghar,6.2,315308,Sugarcane,Medium,Unknown,Unknown
1162,Maharashtra,Palghar,1.24,143078,Cotton,Small,Unknown,Unknown
1163,Maharashtra,Nashik,7.17,353391,Rice,Medium,Unknown,Unknown
1164,Maharashtra,Solapur,0.59,285113,Sugarcane,Marginal,Mohol,Shirapur
1165,Maharashtra,Amravati,3.28,462817,Cotton,Small,Achalpur,Dhamangaon
1166,Maharashtra,Nanded,0.71,100599,Wheat,Marginal,Biloli,Hadsani
1167,Maharashtra,Yavatmal,3.45,296367,Cotton,Small,Unknown,Unknown
1168,Maharashtra,Nashik,4.44,447768,Wheat,Small,Unknown,Unknown
1169,Maharashtra,Palghar,4.34,452633,Sugarcane,Small,Unknown,Unknown
1170,Maharashtra,Nagpur,1.74,239651,Sugarcane,Small,Hingna,Wanadongri
1171,Maharashtra,Nagpur,5.34,118207,Soybean,Medium,Katol,Sawanga
1172,Maharashtra,Pune,0.84,384199,Soybean,Marginal,Junnar,Narayangaon
1173,Maharashtra,Amravati,6.21,414410,Soybean,Medium,Chandur,Kurha
1174,Maharashtra,Kolhapur,7.6,390414,Sugarcane,Medium,Radhanagari,Dhamod
1175,Maharashtra,Palghar,3.05,161426,Rice,Small,Unknown,Unknown
1176,Maharashtra,Raigad,4.38,184794,Sugarcane,Small,Panvel,Kamothe
1177,Maharashtra,Amravati,3.34,382586,Cotton,Small,Achalpur,Paratwada
1178,Maharashtra,Nanded,0.55,407776,Sugarcane,Marginal,Biloli,Sawargaon
1179,Maharashtra,Yavatmal,3.39,221103,Sugarcane,Small,Unknown,Unknown
1180,Maharashtra,Solapur,6.44,260307,Wheat,Medium,Pandharpur,Bhalwani
1181,Maharashtra,Palghar,4.97,71438,Wheat,Small,Unknown,Unknown
1182,Maharashtra,Nagpur,1.26,108819,Wheat,Small,Katol,Sawanga
1183,Maharashtra,Solapur,6.85,93856,Sugarcane,Medium,Pandharpur,Bhalwani
1184,Maharashtra,Solapur,4.48,476792,Rice,Small,Barshi,Sukewadi
1185,Maharashtra,Solapur,6.81,354082,Cotton,Medium,Mohol,Penur
1186,Maharashtra,Nagpur,4.85,492244,Cotton,Small,Hingna,Wanadongri
1187,Maharashtra,Nanded,4.7,109807,Rice,Small,Biloli,Hadsani
1188,Maharashtra,Beed,1.29,362021,Rice,Small,Georai,Bansarola
1189,Maharashtra,Aurangabad,1.76,93461,Cotton,Small,Sillod,Ajanta
1190,Maharashtra,Yavatmal,7.79,143474,Soybean,Medium,Unknown,Unknown
1191,Maharashtra,Raigad,2.21,483685,Wheat,Small,Panvel,Kamothe
1192,Maharashtra,Beed,7.83,395280,Wheat,Medium,Ashti,Kasewadi
1193,Maharashtra,Yavatmal,4.49,332579,Cotton,Small,Unknown,Unknown
1194,Maharashtra,Nashik,1.52,265189,Rice,Small,Unknown,Unknown
1195,Maharashtra,Amravati,1.24,457407,Soybean,Small,Daryapur,Yeoda
1196,Maharashtra,Amravati,2.07,396870,Cotton,Small,Achalpur,Dhamangaon
1197,Maharashtra,Satara,7.44,304730,Wheat,Medium,Wai,Dhom
1198,Maharashtra,Amravati,3.61,296732,Sugarcane,Small,Daryapur,Anjangaon
1199,Maharashtra,Nagpur,3.47,470602,Rice,Small,Katol,Sawanga
1200,Maharashtra,Raigad,2.85,212793,Sugarcane,Small,Alibag,Varsoli
1201,Maharashtra,Kolhapur,1.6,104786,Cotton,Small,Radhanagari,Gargoti
1202,Maharashtra,Pune,4.16,325848,Wheat,Small,Ambegaon,Manchar
1203,Maharashtra,Satara,1.48,106635,Soybean,Small,Karad,Malkapur
1204,Maharashtra,Pune,6.77,445339,Sugarcane,Medium,Junnar,Otur
1205,Maharashtra,Yavatmal,3.28,402854,Soybean,Small,Unknown,Unknown
1206,Maharashtra,Pune,3.31,290909,Wheat,Small,Junnar,Alephata
1207,Maharashtra,Pune,4.06,295984,Sugarcane,Small,Junnar,Alephata
1208,Maharashtra,Satara,3.83,375137,Soybean,Small,Wai,Dhom
1209,Maharashtra,Nashik,7.96,162752,Soybean,Medium,Unknown,Unknown
1210,Maharashtra,Solapur,4.59,261194,Sugarcane,Small,Pandharpur,Mundhewadi
1211,Maharashtra,Amravati,1.16,278584,Wheat,Small,Achalpur,Paratwada
1212,Maharashtra,Amravati,5.05,468632,Soybean,Medium,Daryapur,Mangrul
1213,Maharashtra,Nagpur,1.64,182886,Cotton,Small,Hingna,Raipur
1214,Maharashtra,Satara,0.73,128537,Sugarcane,Marginal,Wai,Dhom
1215,Maharashtra,Nagpur,7.78,362402,Rice,Medium,Kalmeshwar,Gondkhairi
1216,Maharashtra,Kolhapur,6.3,197580,Rice,Medium,Hatkanangale,Jaysingpur
1217,Maharashtra,Kolhapur,7.85,135166,Wheat,Medium,Karvir,Uchgaon
1218,Maharashtra,Nagpur,4.08,259988,Cotton,Small,Kalmeshwar,Gondkhairi
1219,Maharashtra,Satara,4.49,425854,Soybean,Small,Karad,Malkapur
1220,Maharashtra,Nagpur,1.76,347843,Rice,Small,Hingna,Raipur
1221,Maharashtra,Amravati,2.35,358479,Wheat,Small,Daryapur,Anjangaon
1222,Maharashtra,Beed,6.79,358950,Cotton,Medium,Georai,Thakarwadi
1223,Maharashtra,Aurangabad,3.17,389997,Cotton,Small,Gangapur,Banewadi
1224,Maharashtra,Raigad,6.7,244840,Wheat,Medium,Panvel,Karanjade
1225,Maharashtra,Pune,5.82,347883,Wheat,Medium,Ambegaon,Awasari
1226,Maharashtra,Aurangabad,1.83,84785,Soybean,Small,Paithan,Bidkin
1227,Maharashtra,Satara,4.31,213052,Wheat,Small,Karad,Malkapur
1228,Maharashtra,Nanded,5.58,281791,Soybean,Medium,Mukhed,Honer
1229,Maharashtra,Aurangabad,2.26,397160,Soybean,Small,Gangapur,Banewadi
1230,Maharashtra,Raigad,6.73,444825,Sugarcane,Medium,Panvel,Karanjade
1231,Maharashtra,Kolhapur,4.59,116253,Cotton,Small,Hatkanangale,Jaysingpur
1232,Maharashtra,Yavatmal,1.74,141128,Cotton,Small,Unknown,Unknown
1233,Maharashtra,Pune,4.87,471357,Cotton,Small,Junnar,Otur
1234,Maharashtra,Raigad,8.0,211081,Sugarcane,Medium,Mahad,Dasgaon
1235,Maharashtra,Solapur,1.63,439725,Soybean,Small,Pandharpur,Kasegaon
1236,Maharashtra,Nanded,6.63,160966,Soybean,Medium,Mukhed,Honer
1237,Maharashtra,Satara,2.05,187854,Wheat,Small,Phaltan,Lonand
1238,Maharashtra,Pune,6.37,149352,Sugarcane,Medium,Ambegaon,Manchar
1239,Maharashtra,Aurangabad,6.01,469149,Wheat,Medium,Gangapur,Shendra
1240,Maharashtra,Kolhapur,2.75,389298,Sugarcane,Small,Radhanagari,Kasba Radhanagari
1241,Maharashtra,Nashik,2.94,189379,Wheat,Small,Unknown,Unknown
1242,Maharashtra,Beed,6.44,273279,Rice,Medium,Ashti,Pimpri
1243,Maharashtra,Solapur,3.96,287281,Cotton,Small,Mohol,Shirapur
1244,Maharashtra,Nanded,5.98,158297,Cotton,Medium,Degloor,Gokunda
1245,Maharashtra,Beed,1.61,256946,Soybean,Small,Georai,Kada
1246,Maharashtra,Pune,6.89,88346,Rice,Medium,Ambegaon,Manchar
1247,Maharashtra,Kolhapur,5.83,162138,Cotton,Medium,Radhanagari,Kasba Radhanagari
1248,Maharashtra,Kolhapur,7.3,362916,Soybean,Medium,Hatkanangale,Pethvadgaon
1249,Maharashtra,Raigad,1.49,90149,Rice,Small,Panvel,Kalamboli
1250,Maharashtra,Aurangabad,4.95,398844,Cotton,Small,Paithan,Waluj
1251,Maharashtra,Raigad,4.99,208598,Wheat,Small,Alibag,Varsoli
1252,Maharashtra,Amravati,3.15,408902,Sugarcane,Small,Achalpur,Paratwada
1253,Maharashtra,Aurangabad,3.94,178447,Rice,Small,Gangapur,Shendra
1254,Maharashtra,Amravati,0.78,55695,Soybean,Marginal,Achalpur,Pathrot
1255,Maharashtra,Raigad,6.09,89169,Rice,Medium,Alibag,Chaul
1256,Maharashtra,Amravati,4.62,360091,Soybean,Small,Chandur,Nandgaon
1257,Maharashtra,Solapur,0.93,228296,Rice,Marginal,Pandharpur,Bhalwani
1258,Maharashtra,Raigad,5.61,358009,Soybean,Medium,Alibag,Varsoli
1259,Maharashtra,Aurangabad,4.0,206625,Cotton,Small,Paithan,Patoda
1260,Maharashtra,Palghar,0.76,416645,Wheat,Marginal,Unknown,Unknown
1261,Maharashtra,Raigad,7.77,372554,Cotton,Medium,Alibag,Chaul
1262,Maharashtra,Nashik,7.62,415898,Wheat,Medium,Unknown,Unknown
1263,Maharashtra,Nanded,4.35,403039,Cotton,Small,Degloor,Mukramabad
1264,Maharashtra,Nagpur,1.2,468032,Cotton,Small,Hingna,Raipur
1265,Maharashtra,Nagpur,6.16,236098,Rice,Medium,Kalmeshwar,Mohpa
1266,Maharashtra,Aurangabad,4.19,362849,Sugarcane,Small,Gangapur,Shendra
1267,Maharashtra,Aurangabad,2.77,242994,Soybean,Small,Sillod,Golegaon
1268,Maharashtra,Beed,4.19,427844,Soybean,Small,Patoda,Jaulkhed
1269,Maharashtra,Nanded,4.42,386058,Soybean,Small,Degloor,Gokunda
1270,Maharashtra,Nanded,4.72,51881,Wheat,Small,Degloor,Kangti
1271,Maharashtra,Solapur,3.81,482783,Soybean,Small,Mohol,Shirapur
1272,Maharashtra,Aurangabad,5.04,359509,Soybean,Medium,Sillod,Golegaon
1273,Maharashtra,Nanded,7.39,129211,Rice,Medium,Degloor,Mukramabad
1274,Maharashtra,Beed,3.22,206078,Cotton,Small,Patoda,Therla
1275,Maharashtra,Amravati,5.94,353342,Soybean,Medium,Chandur,Kurha
1276,Maharashtra,Kolhapur,7.21,466047,Sugarcane,Medium,Hatkanangale,Hupari
1277,Maharashtra,Kolhapur,3.92,412793,Soybean,Small,Radhanagari,Kasba Radhanagari
1278,Maharashtra,Amravati,3.83,459675,Wheat,Small,Achalpur,Paratwada
1279,Maharashtra,Satara,5.02,475659,Wheat,Medium,Phaltan,Sakharwadi
1280,Maharashtra,Beed,4.94,485532,Wheat,Small,Ashti,Kasewadi
1281,Maharashtra,Nanded,6.55,277203,Soybean,Medium,Mukhed,Dapkarja
1282,Maharashtra,Palghar,4.07,245558,Rice,Small,Unknown,Unknown
1283,Maharashtra,Beed,7.97,186949,Sugarcane,Medium,Georai,Bansarola
1284,Maharashtra,Raigad,0.95,89553,Soybean,Marginal,Mahad,Dasgaon
1285,Maharashtra,Amravati,0.52,448138,Rice,Marginal,Chandur,Rajura
1286,Maharashtra,Nashik,5.3,434922,Rice,Medium,Unknown,Unknown
1287,Maharashtra,Yavatmal,2.74,429162,Soybean,Small,Unknown,Unknown
1288,Maharashtra,Pune,2.3,185758,Soybean,Small,Junnar,Narayangaon
1289,Maharashtra,Amravati,2.84,82766,Rice,Small,Chandur,Rajura
1290,Maharashtra,Palghar,2.42,344150,Rice,Small,Unknown,Unknown
1291,Maharashtra,Nanded,0.73,81422,Rice,Marginal,Degloor,Mukramabad
1292,Maharashtra,Palghar,7.79,428734,Soybean,Medium,Unknown,Unknown
1293,Maharashtra,Palghar,2.16,324349,Rice,Small,Unknown,Unknown
1294,Maharashtra,Aurangabad,6.01,204599,Wheat,Medium,Gangapur,Banewadi
1295,Maharashtra,Aurangabad,6.22,292555,Soybean,Medium,Paithan,Waluj
1296,Maharashtra,Solapur,7.47,461659,Wheat,Medium,Mohol,Penur
1297,Maharashtra,Amravati,0.73,459740,Cotton,Marginal,Daryapur,Yeoda
1298,Maharashtra,Solapur,7.04,428621,Soybean,Medium,Pandharpur,Mundhewadi
1299,Maharashtra,Amravati,4.45,78202,Cotton,Small,Achalpur,Paratwada
1300,Maharashtra,Beed,5.24,489358,Rice,Medium,Ashti,Dhanora
1301,Maharashtra,Pune,5.33,373836,Rice,Medium,Ambegaon,Manchar
1302,Maharashtra,Palghar,6.65,263456,Sugarcane,Medium,Unknown,Unknown
1303,Maharashtra,Beed,3.0,70855,Rice,Small,Ashti,Dhanora
1304,Maharashtra,Yavatmal,6.0,241444,Cotton,Medium,Unknown,Unknown
1305,Maharashtra,Kolhapur,4.46,337239,Rice,Small,Hatkanangale,Jaysingpur
1306,Maharashtra,Nagpur,6.45,481940,Soybean,Medium,Kalmeshwar,Gondkhairi
1307,Maharashtra,Raigad,7.93,361385,Rice,Medium,Mahad,Kamble
1308,Maharashtra,Amravati,2.0,153119,Sugarcane,Small,Achalpur,Paratwada
1309,Maharashtra,Yavatmal,7.96,102003,Rice,Medium,Unknown,Unknown
1310,Maharashtra,Kolhapur,1.17,144837,Cotton,Small,Hatkanangale,Pethvadgaon
1311,Maharashtra,Nanded,0.52,273068,Cotton,Marginal,Degloor,Gokunda
1312,Maharashtra,Satara,0.83,406427,Rice,Marginal,Wai,Bavdhan
1313,Maharashtra,Pune,3.06,459188,Cotton,Small,Junnar,Narayangaon
1314,Maharashtra,Solapur,5.25,173805,Cotton,Medium,Pandharpur,Kasegaon
1315,Maharashtra,Solapur,1.02,405990,Sugarcane,Small,Barshi,Vairag
1316,Maharashtra,Beed,0.54,335071,Soybean,Marginal,Ashti,Kasewadi
1317,Maharashtra,Aurangabad,7.53,432733,Sugarcane,Medium,Sillod,Golegaon
1318,Maharashtra,Kolhapur,6.66,165657,Wheat,Medium,Karvir,Kalamba
1319,Maharashtra,Satara,6.57,378774,Sugarcane,Medium,Phaltan,Sakharwadi
1320,Maharashtra,Yavatmal,7.13,154428,Rice,Medium,Unknown,Unknown
1321,Maharashtra,Pune,5.75,172035,Soybean,Medium,Junnar,Alephata
1322,Maharashtra,Kolhapur,1.28,495563,Rice,Small,Hatkanangale,Pethvadgaon
1323,Maharashtra,Satara,3.49,280780,Wheat,Small,Karad,Malkapur
1324,Maharashtra,Nagpur,5.92,438388,Soybean,Medium,Hingna,Wanadongri
1325,Maharashtra,Amravati,2.6,267282,Cotton,Small,Achalpur,Pathrot
1326,Maharashtra,Solapur,5.66,119518,Sugarcane,Medium,Pandharpur,Bhalwani
1327,Maharashtra,Yavatmal,0.68,226355,Rice,Marginal,Unknown,Unknown
1328,Maharashtra,Solapur,2.8,393470,Wheat,Small,Mohol,Kamti
1329,Maharashtra,Yavatmal,4.62,193277,Cotton,Small,Unknown,Unknown
1330,Maharashtra,Beed,5.24,170243,Sugarcane,Medium,Ashti,Pimpri
1331,Maharashtra,Aurangabad,4.83,324892,Cotton,Small,Sillod,Andhari
1332,Maharashtra,Yavatmal,5.73,464313,Sugarcane,Medium,Unknown,Unknown
1333,Maharashtra,Solapur,0.55,446308,Soybean,Marginal,Barshi,Sukewadi
1334,Maharashtra,Beed,1.26,103311,Cotton,Small,Patoda,Chousala
1335,Maharashtra,Yavatmal,7.02,72692,Cotton,Medium,Unknown,Unknown
1336,Maharashtra,Nagpur,5.61,174954,Cotton,Medium,Kalmeshwar,Gondkhairi
1337,Maharashtra,Aurangabad,1.35,204934,Soybean,Small,Sillod,Andhari
1338,Maharashtra,Yavatmal,6.82,442179,Wheat,Medium,Unknown,Unknown
1339,Maharashtra,Beed,2.32,271468,Sugarcane,Small,Patoda,Therla
1340,Maharashtra,Nanded,4.09,391651,Cotton,Small,Biloli,Kundalwadi
1341,Maharashtra,Kolhapur,1.59,130152,Soybean,Small,Hatkanangale,Hupari
1342,Maharashtra,Nashik,5.83,54926,Wheat,Medium,Unknown,Unknown
1343,Maharashtra,Satara,5.5,53969,Sugarcane,Medium,Wai,Bavdhan
1344,Maharashtra,Nashik,2.08,85733,Soybean,Small,Unknown,Unknown
1345,Maharashtra,Nanded,6.98,381999,Sugarcane,Medium,Degloor,Gokunda
